"Cidade","Nº Oc.","Data","Bairro","Local","Emergência","Viaturas","Obm.","Latitude","Longitude","todos_subgrupos","Detalhar"
"PORTO ALEGRE","796705","01/08/2025 - 00:20","PARTENON","RUA GOMES JARDIM","SALVAMENTO/BUSCA/RESGATE","ABT-0595","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.051562390957134","-51.20359521157245","COLISÃO/CHOQUE",""
"PORTO ALEGRE","796709","01/08/2025 - 01:03","CRISTAL","ARAPEI","PRODUTOS PERIGOSOS","ABT-0594","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.08591689759124","-51.22974147606161","QUÍMICO",""
"PORTO ALEGRE","796717","01/08/2025 - 02:23","CENTRO","GENERAL LIMA E SILVA","INCÊNDIO","ABT-0595","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.039953444174543","-51.21924996128087","CONTAINER",""
"PORTO ALEGRE","796724","01/08/2025 - 05:49","LOMBA DO PINHEIRO","CORONEL JAIME ROLEMBERG DE LIMA","INCÊNDIO","ABT-1365","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.09824447105016","-51.13498449325562","MEIO DE TRANSPORTE",""
"PORTO ALEGRE","796757","01/08/2025 - 10:11","IPANEMA","OTELO ROSA","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-0596","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.13902218434468","-51.22360467910767","CORTE PARCIAL",""
"PORTO ALEGRE","796761","01/08/2025 - 10:27","PARTENON","GABRIEL RAMOS PORTO","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-0595","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.068054042471502","-51.19709384288206","CORTE PARCIAL",""
"PORTO ALEGRE","796771","01/08/2025 - 10:56","PASSO DAREIA","JOÃO WALLIG","ATENDIMENTO PRÉ-HOSPITALAR","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.029105068321776","-51.16414548288468","",""
"PORTO ALEGRE","796782","01/08/2025 - 11:19","FARRAPOS","MONSENHOR SEVERINO BRUN","SALVAMENTO/BUSCA/RESGATE","ABT-0597","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-29.989262176338045","-51.19753902147273","DE ANIMAL",""
"PORTO ALEGRE","796803","01/08/2025 - 12:36","CRISTO REDENTOR","ASSIS BRASIL","ATENDIMENTO PRÉ-HOSPITALAR","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.010581380165643","-51.157708134981945","",""
"PORTO ALEGRE","796805","01/08/2025 - 13:03","RUBEM BERTA","ESTRADA ANTONIO SEVERINO","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-0600","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.01706590489296","-51.10011577606202","VISTORIA",""
