"Cidade","Nº Oc.","Data","Bairro","Local","Emergência","Viaturas","Obm.","Latitude","Longitude","todos_subgrupos","Detalhar"
"PORTO ALEGRE","613350","01/02/2024 - 00:07","RUBEM BERTA","RAYMUNDO LUIZ MARINHO FILHO","INCÊNDIO","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.013572861154763","-51.09655377313868","LIXO",""
"PORTO ALEGRE","613351","01/02/2024 - 00:40","RESTINGA","ACESSO D","SALVAMENTO/BUSCA/RESGATE","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.153050129468774","-51.14281654357911","DE ANIMAL",""
"PORTO ALEGRE","613376","01/02/2024 - 08:11","MENINO DEUS","GETÚLIO VARGAS","SALVAMENTO/BUSCA/RESGATE","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.048720646548375","-51.22210264205933","REMOÇÃO DE FONTE DE PERIGO",""
"PORTO ALEGRE","613381","01/02/2024 - 08:57","PARTENON","AV. IPIRANGA","AÇÕES PREVENTIVAS","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.058118522839745","-51.17637332974675","APOIO À PESSOA OU INSTITUIÇÃO",""
"PORTO ALEGRE","613382","01/02/2024 - 08:59","SANTA TEREZA","ALAMEDA CINCO","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.068249028672735","-51.21693128522784","CORTE PARCIAL | VISTORIA",""
"PORTO ALEGRE","613383","01/02/2024 - 09:01","CRISTAL","ANTÔNIO DA SILVA","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.09323193835658","-51.23673677444459","CORTE TOTAL",""
"PORTO ALEGRE","613392","01/02/2024 - 09:13","SANTA TEREZA","JOSÉ LINO AVALLONE","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.07440482406636","-51.22937142848969","CORTE PARCIAL",""
"PORTO ALEGRE","613397","01/02/2024 - 09:19","JARDIM ITU SABARÁ","PAUL HARRIS","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.02187794106792","-51.142601953638774","CORTE PARCIAL",""
"PORTO ALEGRE","613416","01/02/2024 - 09:36","BOM JESUS","ALFREDO FERREIRA RODRIGUES","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.044708633280617","-51.155369281768806","CORTE PARCIAL",""
"PORTO ALEGRE","613427","01/02/2024 - 10:06","TERESÓPOLIS","EDVINO DEWES","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.07863845201619","-51.21616018880312","CORTE PARCIAL",""
