"Cidade","Nº Oc.","Data","Bairro","Local","Emergência","Viaturas","Obm.","Latitude","Longitude","todos_subgrupos","Detalhar"
"PORTO ALEGRE","855878","01/01/2026 - 00:57","VILA JOÃO PESSOA","ROCIO","ATENDIMENTO PRÉ-HOSPITALAR","AR-0766","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.065268483367294","-51.17787836620983","",""
"PORTO ALEGRE","855891","01/01/2026 - 01:49","JARDIM CARVALHO","ARISTIDES ROSA","INCÊNDIO","ABT-1365","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.06029230675466","-51.14176588324108","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","855906","01/01/2026 - 03:40","CAVALHADA","JUCA BATISTA","INCÊNDIO","ABT-0594","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.143679831747875","-51.21517179014395","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","855906","01/01/2026 - 03:40","CAVALHADA","JUCA BATISTA","INCÊNDIO","ABT-0599","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.143642719888483","-51.21510740127738","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","855940","01/01/2026 - 07:45","BOM JESUS","MANUEL XAVIER","INCÊNDIO","ABT-0594","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.043074062769474","-51.15884539402522","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","855940","01/01/2026 - 07:45","BOM JESUS","MANUEL XAVIER","INCÊNDIO","ABT-0600","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.042553967688832","-51.15695714950562","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","855973","01/01/2026 - 10:20","AZENHA","AVENIDA AZENHA","OCORRÊNCIA NÃO ATENDIDA","ABT-0594","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.05301109201987","-51.21380009551521","",""
"PORTO ALEGRE","855987","01/01/2026 - 10:55","BELEM NOVO","AV. JUCA BATISTA","INCÊNDIO","ABT-0599","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.14698273132698","-51.20899822482353","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","856005","01/01/2026 - 11:42","CIDADE BAIXA","LUIZ AFONSO","INCÊNDIO","ABT-1364","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.038597430460342","-51.22035384178162","CONTAINER",""
"PORTO ALEGRE","856008","01/01/2026 - 11:58","ANCHIETA","VITOR VALPÍRIO","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-0597","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-29.97607063535077","-51.17208480834961","VISTORIA",""
"PORTO ALEGRE","856015","01/01/2026 - 12:31","SANTA TEREZA","ACESSO AZALÉIA","SALVAMENTO/BUSCA/RESGATE","ABT-1364","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.068898979902354","-51.228593587875366","DESABAMENTO",""
"PORTO ALEGRE","856020","01/01/2026 - 12:41","PONTA GROSSA","OTHERO ORTIZ","SALVAMENTO/BUSCA/RESGATE","ABT-0599","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.18740645345877","-51.22045031402973","AFOGAMENTO",""
"PORTO ALEGRE","856020","01/01/2026 - 12:41","PONTA GROSSA","OTHERO ORTIZ","SALVAMENTO/BUSCA/RESGATE","EABS-08","BBS / 2ª CIA / 1º PEL / AQUÁTICA","-30.186089568268773","-51.220901009115885","AFOGAMENTO",""
"PORTO ALEGRE","856022","01/01/2026 - 13:01","JARDIM CARVALHO","SARGENTO MANOEL RAYMUNDO SOARES","OCORRÊNCIA NÃO ATENDIDA","ABT-1365","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.049389299627236","-51.14785909652711","",""
"PORTO ALEGRE","856037","01/01/2026 - 14:31","TERESÓPOLIS","ARNALDO BOHRER","INCÊNDIO","ABT-0594","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.08216633691056","-51.20472097113362","EDIFICAÇÃO MULTIFAMILIAR",""
"PORTO ALEGRE","856038","01/01/2026 - 14:35","AZENHA","AVENIDA AZENHA","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1364","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.050652298681904","-51.20841264724732","VISTORIA",""
"PORTO ALEGRE","856041","01/01/2026 - 14:51","PROTÁSIO ALVES","PROTÁSIO ALVES","OCORRÊNCIA NÃO ATENDIDA","ABT-0597","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.039061820808104","-51.20021581649781","",""
