"Cidade","Nº Oc.","Data","Bairro","Local","Emergência","Viaturas","Obm.","Latitude","Longitude","todos_subgrupos","Detalhar"
"PORTO ALEGRE","623671","01/03/2024 - 02:43","CIDADE BAIXA","MIGUEL TEIXEIRA","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.042902245552675","-51.22530519962311","CONTAINER",""
"PORTO ALEGRE","623679","01/03/2024 - 04:34","CIDADE BAIXA","DA REPÚBLICA","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.040668594617568","-51.226565837860115","CONTAINER",""
"PORTO ALEGRE","623684","01/03/2024 - 05:42","SÃO GERALDO","BERLIM","INCÊNDIO","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.01362860218032","-51.19820952415467","MEIO DE TRANSPORTE | TRANSFORMADOR/REDE ELÉTRICA",""
"PORTO ALEGRE","623685","01/03/2024 - 06:16","CAVALHADA","VICENTE MONTEGGIA","INCÊNDIO","ABT-1250","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.10979089391991","-51.21939897537232","LIXO",""
"PORTO ALEGRE","623688","01/03/2024 - 07:16","AZENHA","RUA GENERAL CALDWELL","SALVAMENTO/BUSCA/RESGATE","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.0515531043435","-51.215322017669685","REMOÇÃO DE FONTE DE PERIGO",""
"PORTO ALEGRE","623693","01/03/2024 - 07:39","CENTRO","GENERAL LIMA E SILVA","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.03649835893638","-51.22369050979615","CONTAINER",""
"PORTO ALEGRE","623734","01/03/2024 - 08:42","IPANEMA","DONA ELVIRA","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-1250","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.12992893244014","-51.233067512512214","CORTE TOTAL",""
"PORTO ALEGRE","623746","01/03/2024 - 09:10","VILA JARDIM","ERNESTO PELLANDA","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.040250848743966","-51.14961884045193","CORTE TOTAL",""
"PORTO ALEGRE","623759","01/03/2024 - 10:03","SÃO GERALDO","PERNAMBUCO","INCÊNDIO","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.000714427669497","-51.19764043644022","LIXO",""
"PORTO ALEGRE","623771","01/03/2024 - 10:54","FARROUPILHA","VENANCIO AIRES","SALVAMENTO/BUSCA/RESGATE","ATP-10768","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.041495190646263","-51.21675968170166","ELEVADORES",""
"PORTO ALEGRE","623782","01/03/2024 - 11:17","HÍPICA","RUA PAU BRASIL","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.16507249468687","-51.190130710601814","VISTORIA",""
"PORTO ALEGRE","623785","01/03/2024 - 11:32","PARTENON","TENENTE ALPOIN","OCORRÊNCIA NÃO ATENDIDA","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.06740408569287","-51.17646217346192","",""
"PORTO ALEGRE","623856","01/03/2024 - 15:15","HUMAITÁ","FREDERICO MENTZ","SALVAMENTO/BUSCA/RESGATE","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-29.980206238724783","-51.196977309113386","DE ANIMAL",""
"PORTO ALEGRE","623874","01/03/2024 - 16:03","IPANEMA","DONA ELVIRA","AVERIGUAÇÃO/CORTE DE ÁRVORE","ATP-201","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.1303480385664","-51.23341194467871","CORTE TOTAL | VISTORIA",""
"PORTO ALEGRE","623930","01/03/2024 - 19:10","CENTRO","MAUÁ","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.02670829655647","-51.22949481010437","CONTAINER",""
"PORTO ALEGRE","623932","01/03/2024 - 19:20","IPANEMA","DONA ELVIRA","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.13020730972393","-51.23343229293824","CORTE TOTAL",""
"PORTO ALEGRE","623986","01/03/2024 - 21:15","CRISTAL","DONA CRISTINA","INCÊNDIO","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.084784317524058","-51.231029033660896","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","623992","01/03/2024 - 21:38","LOMBA DO PINHEIRO","BC DO ALBINO","INCÊNDIO","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.137908769938264","-51.097476482391365","LIXO",""
"PORTO ALEGRE","624011","01/03/2024 - 22:54","PARTENON","AV. IPIRANGA","INCÊNDIO","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.066846976485284","-51.146893501281745","LIXO",""
"PORTO ALEGRE","624014","01/03/2024 - 23:03","SANTO ANTÔNIO","DOUTOR VOLTAIRE PIRES","SALVAMENTO/BUSCA/RESGATE","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.059084261958326","-51.20519399642945","DE ANIMAL",""
"PORTO ALEGRE","624022","01/03/2024 - 23:28","LOMBA DO PINHEIRO","RUA DA FONTE","INCÊNDIO","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.126180041889654","-51.109229922294624","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","624045","02/03/2024 - 04:02","VILA IPIRANGA","ALBERTO SILVA","INCÊNDIO","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.01338661076981","-51.150069332594164","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","624046","02/03/2024 - 04:10","CIDADE BAIXA","LOPO GONÇALVES","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.04091936043366","-51.22017145156861","CONTAINER",""
"PORTO ALEGRE","624052","02/03/2024 - 06:09","CAMPO NOVO","RIO GRANDE","OCORRÊNCIA NÃO ATENDIDA","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.129506725394936","-51.20343446731568","",""
"PORTO ALEGRE","624055","02/03/2024 - 06:39","CRISTAL","DIVISA","ATENDIMENTO PRÉ-HOSPITALAR","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.083633157279777","-51.232295036315925","",""
"PORTO ALEGRE","624066","02/03/2024 - 08:29","ARQUIPÉLAGO","NOSSA SENHORA APARECIDA","AÇÕES PREVENTIVAS","EMN-349","BBS / 2ª CIA / 1º PEL / AQUÁTICA","-29.947088702197693","-51.231544017791755","AQUÁTICAS",""
"PORTO ALEGRE","624069","02/03/2024 - 08:44","CENTRO HISTÓRICO","RUA DUQUE DE CAXIAS","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.033479704681856","-51.22961282730103","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","624071","02/03/2024 - 08:46","TERESÓPOLIS","ARNALDO BOHRER","SALVAMENTO/BUSCA/RESGATE","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.08278370383095","-51.202576160430915","DE ANIMAL",""
"PORTO ALEGRE","624079","02/03/2024 - 09:16","JARDIM BOTÂNICO","IPIRANGA","INCÊNDIO","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.065296339346418","-51.14948987960816","LIXO | TERRENO BALDIO",""
"PORTO ALEGRE","624080","02/03/2024 - 09:20","PASSO DAREIA","VERANOPOLIS","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.014204567085685","-51.17270706762193","EXTERMÍNIO",""
"PORTO ALEGRE","624089","02/03/2024 - 09:41","RESTINGA","RUA PABLO KOMLOS","SALVAMENTO/BUSCA/RESGATE","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.15019274686727","-51.13573551177979","DE ANIMAL",""
"PORTO ALEGRE","624092","02/03/2024 - 09:46","PASSO DAS PEDRAS","AQUILES DE FREITAS VIEGAS","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.02200811716721","-51.12910570578504","VISTORIA",""
"PORTO ALEGRE","624094","02/03/2024 - 09:53","RIO BRANCO","MARIANTE","SALVAMENTO/BUSCA/RESGATE","ATP-10768","BBS / 1ª CIA / 1º PEL / TERRESTRE","-30.036312598252806","-51.20382070541382","DE ANIMAL",""
"PORTO ALEGRE","624097","02/03/2024 - 10:15","HUMAITÁ","LUIZ FELIPE ZAMPROGNA","INCÊNDIO","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-29.994715240898312","-51.189078786168196","LIXO | VEGETAÇÃO",""
"PORTO ALEGRE","624108","02/03/2024 - 10:48","IPANEMA","TRAMANDAÍ","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.13527363913275","-51.227896213531494","VISTORIA",""
"PORTO ALEGRE","624112","02/03/2024 - 10:59","NONOAI","ALCEBÍADES ANTÔNIO DOS SANTOS","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.0968892557985","-51.22142672538758","VISTORIA",""
"PORTO ALEGRE","624117","02/03/2024 - 11:07","CAMPO NOVO","R. DO SCHNEIDER","INCÊNDIO","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.161844410946184","-51.1650037765503","VEGETAÇÃO",""
"PORTO ALEGRE","624205","02/03/2024 - 16:49","PRAIA DE BELAS","DOUTOR VICENTE DE PAULA DUTRA","SALVAMENTO/BUSCA/RESGATE","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.044207120196415","-51.22993469238282","SUICÍDIO/TENTATIVA",""
"PORTO ALEGRE","624211","02/03/2024 - 17:28","CENTRO","ESPIRITO SANTO","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.036238293881876","-51.22993469238282","CONTAINER",""
"PORTO ALEGRE","624215","02/03/2024 - 17:36","RUBEM BERTA","SANTA ROSA DE LIMA","INCÊNDIO","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-29.997871225368158","-51.09781980514527","LIXO",""
