"Cidade","Nº Oc.","Data","Bairro","Local","Emergência","Viaturas","Obm.","Latitude","Longitude","todos_subgrupos","Detalhar"
"PORTO ALEGRE","806394","01/09/2025 - 07:03","LOMBA DO PINHEIRO","SANTO DIAS DA SILVA","INCÊNDIO","ABT-1365","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.0933504015341","-51.13055953623257","MEIO DE TRANSPORTE",""
"PORTO ALEGRE","806399","01/09/2025 - 07:21","SANTA ROSA","RUA M","INCÊNDIO","ABT-0600","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-29.99573877018832","-51.11009895801545","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","806482","01/09/2025 - 11:43","CAVALHADA","JUCA BATISTA","ATENDIMENTO PRÉ-HOSPITALAR","AR-0766","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.14386539083545","-51.21538639068604","",""
"PORTO ALEGRE","806497","01/09/2025 - 12:26","RUBEM BERTA","BALTAZAR DE OLIVEIRA GARCIA","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-0600","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.013424218266792","-51.10056638717652","VISTORIA",""
"PORTO ALEGRE","806498","01/09/2025 - 12:44","FLORESTA","GENERAL NETO","INCÊNDIO","ABT-0597","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.02216589938723","-51.20720028877259","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR | LIXO",""
"PORTO ALEGRE","806501","01/09/2025 - 12:52","RESTINGA","ACESSO E","TROTE","ABT-0598","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.151658557372983","-51.16172075271607","",""
"PORTO ALEGRE","806527","01/09/2025 - 13:43","LAMI","RUA SONIA DURO","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-0599","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.241754746044766","-51.079988479614265","CORTE PARCIAL | VISTORIA",""
"PORTO ALEGRE","806538","01/09/2025 - 14:07","MOINHOS DE VENTO","ENGENHEIRO ÁLVARO NUNES PEREIRA","INCÊNDIO","ABT-0597","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.021209089808572","-51.20577335357667","LIXO | VEGETAÇÃO",""
"PORTO ALEGRE","806562","01/09/2025 - 14:54","PETRÓPOLIS","DÁRIO PEDERNEIRAS","INCÊNDIO","ABT-0597","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.049630756574114","-51.194486618042","EDIFICAÇÃO MULTIFAMILIAR",""
"PORTO ALEGRE","806566","01/09/2025 - 15:06","AGRONOMIA","CHACARA DOS BOMBEIROS","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1365","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.06909396443886","-51.14910364151002","VISTORIA",""
