"Cidade","Nº Oc.","Data","Bairro","Local","Emergência","Viaturas","Obm.","Latitude","Longitude","todos_subgrupos","Detalhar"
"PORTO ALEGRE","787008","01/07/2025 - 01:12","VILA JARDIM","GENERAL SALVADOR PINHEIRO","SALVAMENTO/BUSCA/RESGATE","ABT-0600","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.03521660313168","-51.154017700939974","DE ANIMAL",""
"PORTO ALEGRE","787026","01/07/2025 - 07:29","ARQUIPÉLAGO","NOSSA SENHORA APARECIDA","AÇÕES PREVENTIVAS","EAL-716","BBS / 2ª CIA / 1º PEL / AQUÁTICA","-30.01708448458389","-51.22821807861329","AQUÁTICAS",""
"PORTO ALEGRE","787077","01/07/2025 - 10:02","PARTENON","ALBION","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-327","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.060235707826223","-51.16577625274658","VISTORIA",""
"PORTO ALEGRE","787087","01/07/2025 - 10:22","CENTRO HISTÓRICO","RUA DOS ANDRADAS","INCÊNDIO","ABT-0595","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.031582549533628","-51.23462051153183","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","787090","01/07/2025 - 10:32","JARDIM CARVALHO","ANTONIO DE CARVALHO","ATENDIMENTO PRÉ-HOSPITALAR","AR-0766","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.053401123300375","-51.14702224731446","",""
"PORTO ALEGRE","787101","01/07/2025 - 11:03","GLÓRIA","PROFESSOR OSCAR PEREIRA","SALVAMENTO/BUSCA/RESGATE","ABT-0594","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.060384280511098","-51.20691240973324","DE ANIMAL",""
"PORTO ALEGRE","787110","01/07/2025 - 11:47","HÍPICA","GERALDO TOLLENS LINCK","ATENDIMENTO PRÉ-HOSPITALAR","ABT-0598","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.158412137018626","-51.172943115234375","OCORRÊNCIA DE VULTO",""
"PORTO ALEGRE","787163","01/07/2025 - 14:26","PONTA GROSSA","AVENIDA PRINCIPAL DA PONTA GROSSA","ATENDIMENTO PRÉ-HOSPITALAR","AR-0766","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.17918948084532","-51.179831027984626","",""
"PORTO ALEGRE","787172","01/07/2025 - 14:41","PRAIA DE BELAS","AV. AURELIANO DE FIGUEIREDO PINTO","AÇÕES PREVENTIVAS","ABT-0595","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.043612731031075","-51.228304221682244","PROGRAMA BOMBEIRO NA ESCOLA",""
"PORTO ALEGRE","787187","01/07/2025 - 15:03","PASSO DAREIA","PRIMEIRO DE JUNHO","INCÊNDIO","ABT-0600","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.00770129889668","-51.16895204440158","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
