"Cidade","Nº Oc.","Data","Bairro","Local","Emergência","Viaturas","Obm.","Latitude","Longitude","todos_subgrupos","Detalhar"
"PORTO ALEGRE","841918","01/12/2025 - 01:49","SARANDI","ASSIS BRASIL","INCÊNDIO","ABT-0597","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.002442608871497","-51.13421152175164","EDIFICAÇÃO COMERCIAL",""
"PORTO ALEGRE","841918","01/12/2025 - 01:49","SARANDI","ASSIS BRASIL","INCÊNDIO","ABT-291","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-29.989882414921585","-51.12423684909819","EDIFICAÇÃO COMERCIAL",""
"PORTO ALEGRE","841930","01/12/2025 - 07:24","CENTRO HISTÓRICO","VIGARIO JOSE INACIO","INCÊNDIO","ABT-1364","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.032959558046585","-51.226072311401374","EDIFICAÇÃO MULTIFAMILIAR | OCORRÊNCIA DE VULTO",""
"PORTO ALEGRE","841933","01/12/2025 - 07:41","CAMPO NOVO","BECO DO PALADINO","AÇÕES PREVENTIVAS","ABT-0599","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.133900374066826","-51.201288723918886","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","841934","01/12/2025 - 07:42","CAVALHADA","JUCA BATISTA","AÇÕES PREVENTIVAS","ABT-0599","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.143679831747875","-51.215300556028375","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","841969","01/12/2025 - 09:08","HÍPICA","HONORATO TONIOLO","SALVAMENTO/BUSCA/RESGATE","ABT-0599","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.157271111388145","-51.19754436608789","DE ANIMAL",""
"PORTO ALEGRE","841974","01/12/2025 - 09:10","MENINO DEUS","CORONEL ANDRÉ BELO","OCORRÊNCIA NÃO ATENDIDA","ABT-1364","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.046380325223982","-51.22246742248536","",""
"PORTO ALEGRE","841975","01/12/2025 - 09:18","CENTRO","VIGÁRIO JOSÉ INÁCIO","AÇÕES PREVENTIVAS","ABT-1364","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.0329549138679","-51.226050853729255","APOIO À PESSOA OU INSTITUIÇÃO",""
"PORTO ALEGRE","841992","01/12/2025 - 09:57","RESTINGA","ESTRADA CHÁCARA DO BANCO","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-0598","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.163792405160443","-51.1453914642334","CORTE TOTAL",""
"PORTO ALEGRE","842019","01/12/2025 - 10:09","PRAIA DE BELAS","PADRE CACIQUE","SALVAMENTO/BUSCA/RESGATE","ABT-1364","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.062612844027317","-51.23242378234864","DE ANIMAL",""
"PORTO ALEGRE","842044","01/12/2025 - 10:56","JARDIM ITU SABARÁ","DONA ADDA MASCARENHAS DE MORAES","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-291","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.023825725109127","-51.13637977948002","VISTORIA",""
"PORTO ALEGRE","842069","01/12/2025 - 11:14","SÃO JOÃO","CEARÁ","ATENDIMENTO PRÉ-HOSPITALAR","AR-0766","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.00431941672963","-51.192598342895515","",""
"PORTO ALEGRE","842073","01/12/2025 - 11:16","SERRARIA","AV. DA SERRARIA 2893","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-0599","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.16273492736278","-51.21809061702838","VISTORIA",""
"PORTO ALEGRE","842078","01/12/2025 - 11:28","SÃO JOSÉ","SANTA MARIA","AÇÕES PREVENTIVAS","ABT-1365","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.068054042471502","-51.1664628982544","INSPEÇÃO/REMOÇÃO DE FONTE DE PERIGO",""
"PORTO ALEGRE","842083","01/12/2025 - 11:43","JARDIM FLORESTA","DOUTOR DEOCLÉCIO PEREIRA","SALVAMENTO/BUSCA/RESGATE","ABT-291","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.002215395737906","-51.16121765445744","DE ANIMAL",""
"PORTO ALEGRE","842091","01/12/2025 - 12:27","NAVEGANTES","VOLUNTÁRIOS DA PATRIA","OCORRÊNCIA NÃO ATENDIDA","ABT-0597","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-29.99112526266921","-51.20347738265991","",""
"PORTO ALEGRE","842110","01/12/2025 - 13:35","BELÉM VELHO","ANTÔNIO BORGES","ATENDIMENTO PRÉ-HOSPITALAR","AR-0766","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.100657822067905","-51.16970300674439","",""
"PORTO ALEGRE","842118","01/12/2025 - 13:48","VILA ASSUNÇÃO","TABIRA","AÇÕES PREVENTIVAS","ABT-0596","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.099395461193122","-51.26392364501954","INSPEÇÃO/REMOÇÃO DE FONTE DE PERIGO",""
"PORTO ALEGRE","842123","01/12/2025 - 13:59","CENTRO","SARMENTO LEITE","SALVAMENTO/BUSCA/RESGATE","ABT-1364","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.037464308877468","-51.223840713500984","ELEVADORES",""
"PORTO ALEGRE","842130","01/12/2025 - 14:04","AGRONOMIA","TV PEREIRA","AÇÕES PREVENTIVAS","ABT-1365","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.06924252382787","-51.14931821823121","RESGATE",""
"PORTO ALEGRE","842143","01/12/2025 - 14:31","SANTANA","AVENIDA JERONIMO DE ORNELAS","INCÊNDIO","ABT-1364","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.039953444174543","-51.20862722396851","CONTAINER",""
"PORTO ALEGRE","842161","01/12/2025 - 15:08","PRAIA DE BELAS","AV. AURELIANO DE FIGUEIREDO PINTO","SALVAMENTO/BUSCA/RESGATE","ABT-1364","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.043482707925754","-51.22817516326905","DE ANIMAL",""
"PORTO ALEGRE","842164","01/12/2025 - 15:12","PARTENON","ALBION","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1365","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.05733849590544","-51.16523981094361","VISTORIA",""
"PORTO ALEGRE","842168","01/12/2025 - 15:15","PRAIA DE BELAS","DOUTOR VICENTE DE PAULA DUTRA","ATENDIMENTO PRÉ-HOSPITALAR","AR-0766","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.044727207790526","-51.22999906539917","",""
"PORTO ALEGRE","842171","01/12/2025 - 15:19","CRISTAL","R. CURUPAITI","SALVAMENTO/BUSCA/RESGATE","ABT-0596","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.08938882451002","-51.240255832672126","DE ANIMAL",""
"PORTO ALEGRE","842228","01/12/2025 - 16:33","ASA BRANCA","VINTE E CINCO DE OUTUBRO","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-291","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-29.982804529875853","-51.1218347267019","VISTORIA",""
"PORTO ALEGRE","842233","01/12/2025 - 16:41","ANCHIETA","FERNANDO FERRARI","ATENDIMENTO PRÉ-HOSPITALAR","AR-0766","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-29.97504832482839","-51.17538928985596","",""
"PORTO ALEGRE","842260","01/12/2025 - 17:34","BELÉM NOVO","BEIRA RIO","AÇÕES PREVENTIVAS","ABT-0599","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.211793655023502","-51.18942276222016","PALESTRAS/TREINAMENTOS EXTERNOS",""
"PORTO ALEGRE","842281","01/12/2025 - 18:17","FARRAPOS","ANSELMO MANZOLI FILHO","ATENDIMENTO PRÉ-HOSPITALAR","AR-0766","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-29.981051925174174","-51.19478702545167","",""
"PORTO ALEGRE","842315","01/12/2025 - 19:17","SÃO JOSÉ","TENENTE ASCENCIO SOARES FOGAÇA","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1365","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.067496936922577","-51.16277217864991","EXTERMÍNIO",""
"PORTO ALEGRE","842318","01/12/2025 - 19:26","PARTENON","AV. BENTO GONÇALVES","INCÊNDIO","ABT-1365","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.05691133569447","-51.19691133499146","LIXO",""
"PORTO ALEGRE","842364","01/12/2025 - 20:25","HÍPICA","MANOEL BRAGA GASTAL","SALVAMENTO/BUSCA/RESGATE","ABT-0598","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.15544358784442","-51.17101195779151","DE ANIMAL",""
"PORTO ALEGRE","842392","01/12/2025 - 21:26","TRISTEZA","DOUTOR PEREIRA NETO","SALVAMENTO/BUSCA/RESGATE","ABT-0596","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.110143576920624","-51.24555666650892","DE ANIMAL",""
"PORTO ALEGRE","842397","01/12/2025 - 21:38","PASSO DAREIA","JOSÉ SCUTARI","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-291","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.01931106478295","-51.169985836421894","EXTERMÍNIO",""
"PORTO ALEGRE","842398","01/12/2025 - 21:40","TRISTEZA","BAZILIO PELLIN FILHO","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-0596","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.11740114228406","-51.24746566186939","EXTERMÍNIO",""
"PORTO ALEGRE","842402","01/12/2025 - 21:51","MORRO SANTANA","AV. PROTÁSIO ALVES","INCÊNDIO","ABT-1365","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.040510704704033","-51.12923383712769","VEGETAÇÃO",""
"PORTO ALEGRE","842408","01/12/2025 - 22:15","NONOAI","RUA CACHOEIRA","SALVAMENTO/BUSCA/RESGATE","ABT-0594","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.089463088994847","-51.22085814811833","DE ANIMAL",""
"PORTO ALEGRE","842413","01/12/2025 - 22:59","JARDIM DO SALSO","GRACILIANO RAMOS","SALVAMENTO/BUSCA/RESGATE","ABT-1365","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.050410844225524","-51.167600154876716","DE ANIMAL",""
"PORTO ALEGRE","842417","01/12/2025 - 23:26","CENTRO","SARMENTO LEITE","INCÊNDIO","ABT-1364","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.03549524710821","-51.22263908386231","CONTAINER",""
"PORTO ALEGRE","842419","01/12/2025 - 23:51","AUXILIADORA","CEL. BORDINI","ATENDIMENTO PRÉ-HOSPITALAR","ABT-0597","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.021487773163116","-51.197061538696296","DESENCARCERAMENTO",""
"PORTO ALEGRE","842425","02/12/2025 - 01:15","JARDIM DO SALSO","JOAQUIM PORTO VILLANOVA","INCÊNDIO","ABT-1365","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.05356827909319","-51.15953207015992","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","842426","02/12/2025 - 01:21","SARANDI","ASSIS BRASIL","INCÊNDIO","ABT-291","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-29.966528086492605","-51.11508053345485","LIXO | TERRENO BALDIO | VEGETAÇÃO",""
"PORTO ALEGRE","842451","02/12/2025 - 07:59","RESTINGA","ESTRADA JOÃO ANTONIO DA SILVEIRA","INCÊNDIO","ABT-0598","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.161807305920956","-51.14959716796876","LIXO",""
