"Cidade","Nº Oc.","Data","Bairro","Local","Emergência","Viaturas","Obm.","Latitude","Longitude","todos_subgrupos","Detalhar"
"PORTO ALEGRE","590043","01/12/2023 - 02:10","CENTRO","PROFESSOR ANNES DIAS","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.030423804107105","-51.22287513293141","EDIFICAÇÃO COMERCIAL",""
"PORTO ALEGRE","590049","01/12/2023 - 04:32","FLORESTA","AV. CRISTÓVÃO COLOMBO","SALVAMENTO/BUSCA/RESGATE","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.01832931594769","-51.20478630065919","COLISÃO/CHOQUE",""
"PORTO ALEGRE","590049","01/12/2023 - 04:32","FLORESTA","AV. CRISTÓVÃO COLOMBO","ATENDIMENTO PRÉ-HOSPITALAR","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.018310736489966","-51.204893589019775","",""
"PORTO ALEGRE","590050","01/12/2023 - 04:54","JARDIM CARVALHO","ANTONIO DE CARVALHO","SALVAMENTO/BUSCA/RESGATE","ABT-1078","BBS / 1ª CIA / 1º PEL / TERRESTRE","-30.064172808637082","-51.15021944046021","CAPOTAMENTO",""
"PORTO ALEGRE","590056","01/12/2023 - 06:49","MENINO DEUS","MARCÍLIO DIAS","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.05007652169871","-51.21834753109376","CONTAINER",""
"PORTO ALEGRE","590066","01/12/2023 - 07:57","NONOAI","NONOAI","SALVAMENTO/BUSCA/RESGATE","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.091431077519577","-51.22055701587525","DE ANIMAL",""
"PORTO ALEGRE","590084","01/12/2023 - 08:37","IPANEMA","PASTEUR","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.140766508324884","-51.22484922409058","CORTE TOTAL",""
"PORTO ALEGRE","590086","01/12/2023 - 08:39","ARQUIPÉLAGO","DOS PESCADORES","SALVAMENTO/BUSCA/RESGATE","EMN-349","BBS / 2ª CIA / 1º PEL / AQUÁTICA","-29.999153115266584","-51.26303197890072","AFOGAMENTO",""
"PORTO ALEGRE","590088","01/12/2023 - 08:47","SARANDI","AV. NOSSA SENHORA APARECIDA","INCÊNDIO","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-29.98988007862405","-51.11236810684205","LIXO",""
"PORTO ALEGRE","590131","01/12/2023 - 10:08","PETRÓPOLIS","AVENIDA PROTÁSIO ALVES","AÇÕES PREVENTIVAS","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.040891564380306","-51.14814484901575","PALESTRAS/TREINAMENTOS EXTERNOS",""
