"Cidade","Nº Oc.","Data","Bairro","Local","Emergência","Viaturas","Obm.","Latitude","Longitude","todos_subgrupos","Detalhar"
"PORTO ALEGRE","578915","01/11/2023 - 00:34","BOM FIM","GARIBALDI","SALVAMENTO/BUSCA/RESGATE","ABT-1227","BBS / 1ª CIA / 1º PEL / TERRESTRE","-30.032783079103666","-51.215300559997566","SUICÍDIO/TENTATIVA",""
"PORTO ALEGRE","578915","01/11/2023 - 00:34","BOM FIM","GARIBALDI","OCORRÊNCIA NÃO ATENDIDA","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.030943964050376","-51.215987051454725","",""
"PORTO ALEGRE","578915","01/11/2023 - 00:34","BOM FIM","GARIBALDI","AÇÕES PREVENTIVAS","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.03241154345981","-51.230320930480964","INSPEÇÃO/REMOÇÃO DE FONTE DE PERIGO",""
"PORTO ALEGRE","578917","01/11/2023 - 00:49","RUBEM BERTA","ASSIS FRAGA DA SILVA","INCÊNDIO","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.092368643182553","-51.12235668298649","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","578917","01/11/2023 - 00:49","RUBEM BERTA","ASSIS FRAGA DA SILVA","OCORRÊNCIA NÃO ATENDIDA","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.013517120097877","-51.096425047899146","",""
"PORTO ALEGRE","578927","01/11/2023 - 02:40","BELÉM VELHO","DOUTOR CROA","INCÊNDIO","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.11378170702569","-51.179884672164924","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","578927","01/11/2023 - 02:40","BELÉM VELHO","DOUTOR CROA","INCÊNDIO","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.114264306056075","-51.182577599009036","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","578930","01/11/2023 - 04:59","RUBEM BERTA","ASSIS FRAGA DA SILVA","INCÊNDIO","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.092489319305255","-51.12210971928567","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","578932","01/11/2023 - 07:10","ANCHIETA","AV DOS ESTADOS","SALVAMENTO/BUSCA/RESGATE","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-29.980735955255486","-51.17903709411621","DE ANIMAL",""
"PORTO ALEGRE","578947","01/11/2023 - 08:43","BOM JESUS","DEZ BECO 7","INCÊNDIO","ABT-327","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.050317976970174","-51.15032672882081","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","578947","01/11/2023 - 08:43","BOM JESUS","DEZ BECO 7","ATENDIMENTO PRÉ-HOSPITALAR","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.04452288798992","-51.156636486874774","OCORRÊNCIA DE VULTO",""
