"Cidade","Nº Oc.","Data","Bairro","Local","Emergência","Viaturas","Obm.","Latitude","Longitude","todos_subgrupos","Detalhar"
"PORTO ALEGRE","644378","01/05/2024 - 00:06","LAMI","LAMI","ATENDIMENTO PRÉ-HOSPITALAR","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.243756770733274","-51.07524633407593","",""
"PORTO ALEGRE","644445","01/05/2024 - 07:02","BOM JESUS","RUA G","AVERIGUAÇÃO/CORTE DE ÁRVORE","ATP-3","BBS / 1ª CIA / 1º PEL / TERRESTRE","-30.042721140596164","-51.16245031356812","CORTE PARCIAL",""
"PORTO ALEGRE","644454","01/05/2024 - 07:33","CAVALHADA","VICENTE MONTEGGIA","INCÊNDIO","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.107916084203776","-51.22124433517457","EDIFICAÇÃO COMERCIAL",""
"PORTO ALEGRE","644465","01/05/2024 - 08:09","LOMBA DO PINHEIRO","SANDRO BATISTA SOUZA DA COSTA","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.108547212238683","-51.14122867584229","CORTE TOTAL",""
"PORTO ALEGRE","644537","01/05/2024 - 10:55","VILA IPIRANGA","BENNO MENTZ","INCÊNDIO","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.023605741059885","-51.14685059160883","EDIFICAÇÃO MULTIFAMILIAR",""
"PORTO ALEGRE","644554","01/05/2024 - 11:01","RIO BRANCO","RAMIRO BARCELOS","AÇÕES PREVENTIVAS","ABT-1227","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.030896681688727","-51.20856467206106","ACIDENTES DOMÉSTICOS",""
"PORTO ALEGRE","644584","01/05/2024 - 12:08","TRISTEZA","BAZILIO PELLIN FILHO","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.11710416797538","-51.24692916870117","CORTE TOTAL",""
"PORTO ALEGRE","644589","01/05/2024 - 12:21","RUBEM BERTA","FERNANDO CAMARANO","SALVAMENTO/BUSCA/RESGATE","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.01935118076163","-51.1054586910491","ALAGAMENTO",""
"PORTO ALEGRE","644599","01/05/2024 - 12:48","AUXILIADORA","CORONEL BORDINI","INCÊNDIO","ABT-1227","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.019006561681405","-51.19748626135721","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","644639","01/05/2024 - 14:16","HÍPICA","DORIVAL CASTILHOS MACHADO","SALVAMENTO/BUSCA/RESGATE","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.16681635801995","-51.1959457397461","INUNDAÇÃO/ENXURRADA/ALAGAMENTO",""
