"Cidade","Nº Oc.","Data","Bairro","Local","Emergência","Viaturas","Obm.","Latitude","Longitude","todos_subgrupos","Detalhar"
"PORTO ALEGRE","558400","01/09/2023 - 06:52","JARDIM FLORESTA","TAIM","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-29.996830555797185","-51.155884265899665","VISTORIA",""
"PORTO ALEGRE","558437","01/09/2023 - 10:00","AGRONOMIA","BENTO GONÇALVES","AÇÕES PREVENTIVAS","ABT-1227","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.076707345949398","-51.12706661224365","APOIO À PESSOA OU INSTITUIÇÃO",""
"PORTO ALEGRE","558478","01/09/2023 - 11:55","NONOAI","FREDERICO ETZBERGER","ATENDIMENTO PRÉ-HOSPITALAR","ABT-1227","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.089518787321886","-51.21665239334107","",""
"PORTO ALEGRE","558478","01/09/2023 - 11:55","NONOAI","FREDERICO ETZBERGER","ATENDIMENTO PRÉ-HOSPITALAR","AR-0456","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.089305276897907","-51.21648609638215","",""
"PORTO ALEGRE","558481","01/09/2023 - 12:11","ESPÍRITO SANTO","RUA DENIZE CRESPO GAY DA FONSECA","INCÊNDIO","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.14735383672923","-51.214592456817634","TERRENO BALDIO",""
"PORTO ALEGRE","558486","01/09/2023 - 13:14","FARRAPOS","VOLUNTARIOS DA PATRIA","INCÊNDIO","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-29.985382470396086","-51.201868057250984","LIXO",""
"PORTO ALEGRE","558507","01/09/2023 - 13:49","SANTANA","GOMES JARDIM","AÇÕES PREVENTIVAS","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.045971692020824","-51.20751142501831","ACIDENTES DOMÉSTICOS | INSPEÇÃO/REMOÇÃO DE FONTE DE PERIGO",""
"PORTO ALEGRE","558534","01/09/2023 - 14:45","CAVALHADA","AVENIDA CAVALHADA","INCÊNDIO","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.123229082376483","-51.221780776977546","VEGETAÇÃO",""
"PORTO ALEGRE","558535","01/09/2023 - 14:46","CHAPÉU DO SOL","EST. CHAPÉU DO SOL","AÇÕES PREVENTIVAS","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.180265331151055","-51.16991758346558","PROGRAMA BOMBEIRO NA ESCOLA",""
"PORTO ALEGRE","558579","01/09/2023 - 16:46","RESTINGA","R NAPOLEAO JACQUES DA ROSA","AÇÕES PREVENTIVAS","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.1625122990127","-51.152386665344245","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","558580","01/09/2023 - 16:50","RESTINGA","ELZIRA NUNES DA SILVA","AÇÕES PREVENTIVAS","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.161324939322068","-51.1504340171814","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","558584","01/09/2023 - 16:56","CAVALHADA","PAULO PONTES","INCÊNDIO","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.10249564216524","-51.224527359008796","LIXO",""
"PORTO ALEGRE","558591","01/09/2023 - 17:15","CRISTO REDENTOR","FERNANDO CORTEZ","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.011956357786907","-51.156914234161384","VISTORIA",""
"PORTO ALEGRE","558607","01/09/2023 - 17:55","INDEPENDÊNCIA","AV. INDEPENDÊNCIA","OCORRÊNCIA NÃO ATENDIDA","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.028008740040917","-51.21924877166749","",""
"PORTO ALEGRE","558623","01/09/2023 - 18:47","RUBEM BERTA","JUSCELINO KUBITSCHEK DE OLIVEIRA","ATENDIMENTO PRÉ-HOSPITALAR","AR-0456","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.019945715444113","-51.118440628051765","",""
"PORTO ALEGRE","558634","01/09/2023 - 19:09","CRISTO REDENTOR","ASSIS BRASIL","AÇÕES PREVENTIVAS","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.01055583141461","-51.157225370407104","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","558635","01/09/2023 - 19:10","CRISTO REDENTOR","ZECA NETO","AÇÕES PREVENTIVAS","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.012476614619352","-51.15206480026246","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","558672","01/09/2023 - 21:46","AGRONOMIA","BENTO GONÇALVES","AÇÕES PREVENTIVAS","ABT-1227","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.07665164040733","-51.12760305404664","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","558673","01/09/2023 - 21:47","PARTENON","AVENIDA BENTO GONÇALVES 3850","AÇÕES PREVENTIVAS","ABT-1227","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.06164713933005","-51.17395162582398","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","558683","01/09/2023 - 22:25","CENTRO","SENADOR SALGADO FILHO","SALVAMENTO/BUSCA/RESGATE","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.030943964050376","-51.22437715530396","ELEVADORES",""
"PORTO ALEGRE","558691","01/09/2023 - 23:17","CAVALHADA","JUCA BATISTA","AÇÕES PREVENTIVAS","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.14189844675147","-51.21839046478272","RESGATE",""
"PORTO ALEGRE","558717","02/09/2023 - 04:07","SANTANA","LIVRAMENTO","AÇÕES PREVENTIVAS","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.04786624993399","-51.19776964187623","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","558718","02/09/2023 - 04:08","FARROUPILHA","JOÃO PESSOA","AÇÕES PREVENTIVAS","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.035996804291564","-51.220300197601325","VISTORIA DE HIDRANTES",""
"PORTO ALEGRE","558726","02/09/2023 - 04:58","PARTENON","PEDRO VELHO","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.0615728539631","-51.18948698043824","LIXO",""
"PORTO ALEGRE","558757","02/09/2023 - 07:46","RESTINGA","JOÃO ANTÔNIO SILVEIRA","INCÊNDIO","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.142343796015638","-51.12616539001465","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","558777","02/09/2023 - 09:18","CAVALHADA","JUCA BATISTA","AÇÕES PREVENTIVAS","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.143568496127823","-51.21525764465333","RESGATE",""
"PORTO ALEGRE","558778","02/09/2023 - 09:20","CENTRO HISTÓRICO","MAUA","AÇÕES PREVENTIVAS","EMN-1355","BBS / 2ª CIA / 1º PEL / AQUÁTICA","-30.027705297194526","-51.231991803865895","AQUÁTICAS",""
"PORTO ALEGRE","558804","02/09/2023 - 10:56","VILA NOVA","ADRIANO PEREIRA DA SILVA","SALVAMENTO/BUSCA/RESGATE","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.106690941804594","-51.21510744094849","DE ANIMAL",""
"PORTO ALEGRE","558808","02/09/2023 - 11:03","SÃO GERALDO","AV. PARANÁ","SALVAMENTO/BUSCA/RESGATE","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.00767342552948","-51.195334196090705","DE ANIMAL",""
"PORTO ALEGRE","558818","02/09/2023 - 11:54","PARTENON","TOBIAS BARRETO","SALVAMENTO/BUSCA/RESGATE","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.060829997227916","-51.19465827941895","DE ANIMAL",""
"PORTO ALEGRE","558834","02/09/2023 - 13:09","AUXILIADORA","SILVA JARDIM","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.028658955385602","-51.18964791297913","VISTORIA",""
"PORTO ALEGRE","558847","02/09/2023 - 13:41","SANTANA","AVENIDA PIRATINI","AÇÕES PREVENTIVAS","AR-0456","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.044355716930504","-51.213047504425056","APOIO À PESSOA OU INSTITUIÇÃO | FESTAS E EVENTOS",""
"PORTO ALEGRE","558882","02/09/2023 - 15:30","COSTA E SILVA","SÃO CRISTÓVÃO","SALVAMENTO/BUSCA/RESGATE","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.002535520986793","-51.11261487007142","DE ANIMAL",""
"PORTO ALEGRE","558905","02/09/2023 - 17:15","BELÉM NOVO","DR. CECÍLIO MONZA","INCÊNDIO","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.209012177020593","-51.18096833417872","EDIFICAÇÃO COMERCIAL",""
"PORTO ALEGRE","558911","02/09/2023 - 17:37","AZENHA","PROFESSOR FREITAS E CASTRO","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.046733234361","-51.20952844619752","TRANSFORMADOR/REDE ELÉTRICA",""
"PORTO ALEGRE","558933","02/09/2023 - 18:38","CORONEL APARÍCIO BORGES","DO MATO","INCÊNDIO","ABT-1227","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.077570777840382","-51.17566287517548","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","558944","02/09/2023 - 19:07","HUMAITÁ","PALMIRA GOBBI","OCORRÊNCIA NÃO ATENDIDA","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-29.979843799470643","-51.18950843811035","",""
"PORTO ALEGRE","558958","02/09/2023 - 19:57","ABERTA DOS MORROS","ISIDORO BETTIO","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.16466435260067","-51.199743734492046","REMOÇÃO",""
"PORTO ALEGRE","558961","02/09/2023 - 20:17","ASSUNÇÃO","GUAIBA","ATENDIMENTO PRÉ-HOSPITALAR","AR-0456","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.098188777638782","-51.26345157623292","",""
"PORTO ALEGRE","558961","02/09/2023 - 20:17","ASSUNÇÃO","GUAIBA","ATENDIMENTO PRÉ-HOSPITALAR","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.097947439160198","-51.26291513442994","",""
"PORTO ALEGRE","558992","02/09/2023 - 22:06","MOINHOS DE VENTO","24 DE OUTUBRO","SALVAMENTO/BUSCA/RESGATE","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.024293141967956","-51.200366020202644","ELEVADORES",""
"PORTO ALEGRE","559013","03/09/2023 - 00:43","CORONEL APARÍCIO BORGES","TENENTE ARY TARRAGO","INCÊNDIO","ABT-1227","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.071475530274068","-51.17955744266511","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","559022","03/09/2023 - 01:45","LAMI","ESTRADA DO VAREJÃO","ATENDIMENTO PRÉ-HOSPITALAR","ABT-1226","1º BBM / 1ª CIA / 5º PEL / BELÉM NOVO","-30.221101852485987","-51.091232299804695","DESENCARCERAMENTO",""
"PORTO ALEGRE","559051","03/09/2023 - 06:56","CAVALHADA","VICENTE MONTEGGIA","INCÊNDIO","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.098411551096007","-51.22527837753296","TRANSFORMADOR/REDE ELÉTRICA",""
"PORTO ALEGRE","559083","03/09/2023 - 09:30","NONOAI","CRUZ ALTA","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-1227","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.0876621595143","-51.219892501831055","CORTE PARCIAL",""
"PORTO ALEGRE","559095","03/09/2023 - 10:01","HUMAITÁ","PADRE LEOPOLDO BRENTANO","AÇÕES PREVENTIVAS","AR-0455","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-29.97330107885229","-51.19596719741821","FESTAS E EVENTOS",""
"PORTO ALEGRE","559095","03/09/2023 - 10:01","HUMAITÁ","PADRE LEOPOLDO BRENTANO","AÇÕES PREVENTIVAS","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-29.97423046883548","-51.19450807571412","APOIO À PESSOA OU INSTITUIÇÃO",""
"PORTO ALEGRE","559116","03/09/2023 - 11:48","PARTENON","BENTO GONÇALVES","ATENDIMENTO PRÉ-HOSPITALAR","AR-0456","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.05798851877746","-51.19523763656617","",""
"PORTO ALEGRE","559116","03/09/2023 - 11:48","PARTENON","BENTO GONÇALVES","AÇÕES PREVENTIVAS","ABT-1078","BBS / 1ª CIA / 1º PEL / TERRESTRE","-30.058044234825047","-51.19523763656617","ACIDENTES DOMÉSTICOS | APOIO À PESSOA OU INSTITUIÇÃO",""
"PORTO ALEGRE","559123","03/09/2023 - 12:32","AZENHA","IPIRANGA","ATENDIMENTO PRÉ-HOSPITALAR","AR-0456","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.046454621988893","-51.211824417114265","",""
"PORTO ALEGRE","559128","03/09/2023 - 12:57","SARANDI","ECOVILLE","SALVAMENTO/BUSCA/RESGATE","ABT-1363","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.00173182831116","-51.12326270878062","DE ANIMAL",""
"PORTO ALEGRE","559145","03/09/2023 - 14:49","CRISTAL","JAGUARI","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.081089416968943","-51.23416186059626","CORTE TOTAL",""
"PORTO ALEGRE","559153","03/09/2023 - 15:03","PASSO DAREIA","SÃO JERÔNIMO","AÇÕES PREVENTIVAS","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.01587679743219","-51.172900199890144","INSPEÇÃO/REMOÇÃO DE FONTE DE PERIGO",""
