"Cidade","Nº Oc.","Data","Bairro","Local","Emergência","Viaturas","Obm.","Latitude","Longitude","todos_subgrupos","Detalhar"
"PORTO ALEGRE","816239","01/10/2025 - 00:26","PETRÓPOLIS","PROTASIO ALVES","INCÊNDIO","ABT-0600","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.04116083802706","-51.13183021545411","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","816239","01/10/2025 - 00:26","PETRÓPOLIS","PROTASIO ALVES","INCÊNDIO","ABT-1365","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.039972019576027","-51.161527633667","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","816246","01/10/2025 - 03:52","AZENHA","VINTE DE SETEMBRO","INCÊNDIO","ABT-1364","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.052323890311733","-51.214656829833984","TRANSFORMADOR/REDE ELÉTRICA",""
"PORTO ALEGRE","816247","01/10/2025 - 04:33","VILA ASSUNÇÃO","ARAE","AÇÕES PREVENTIVAS","ABT-0596","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.09880140343807","-51.25388145446778","INSPEÇÃO/REMOÇÃO DE FONTE DE PERIGO",""
"PORTO ALEGRE","816309","01/10/2025 - 09:39","SARANDI","ALCIDES MAIA","INCÊNDIO","ABT-0600","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-29.98350530445352","-51.126680374145515","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","816345","01/10/2025 - 11:18","BOM FIM","GENERAL JOÃO TELLES","AÇÕES PREVENTIVAS","ABT-0597","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.03033091811569","-51.21212482452393","APOIO À PESSOA OU INSTITUIÇÃO",""
"PORTO ALEGRE","816395","01/10/2025 - 14:11","PETRÓPOLIS","PROFESSOR CRISTIANO FISCHER","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1365","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.04156949107507","-51.171848773956306","VISTORIA",""
"PORTO ALEGRE","816398","01/10/2025 - 14:17","CRISTO REDENTOR","JAÚ","SALVAMENTO/BUSCA/RESGATE","ABT-0600","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.005137024893372","-51.15798711776734","DE ANIMAL",""
"PORTO ALEGRE","816411","01/10/2025 - 14:38","SARANDI","BATOVI","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-0600","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-29.996867722755475","-51.1268949508667","VISTORIA",""
"PORTO ALEGRE","816417","01/10/2025 - 15:00","JARDIM ITU SABARÁ","GUADALAJARA","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-0600","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.02720989820728","-51.14373922348023","VISTORIA",""
"PORTO ALEGRE","816444","01/10/2025 - 15:44","TRISTEZA","DOUTOR PEREIRA NETO","AVERIGUAÇÃO/CORTE DE ÁRVORE","ABT-0596","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.111739915809693","-51.24989032745361","CORTE PARCIAL",""
"PORTO ALEGRE","816461","01/10/2025 - 16:21","GLÓRIA","DOM BOSCO","AÇÕES PREVENTIVAS","ABT-0594","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.075140973753374","-51.202749620519164","INSPEÇÃO/REMOÇÃO DE FONTE DE PERIGO",""
"PORTO ALEGRE","816471","01/10/2025 - 16:50","TRÊS FIGUEIRAS","DESEMBARGADOR ESPERIDIÃO DE LIMA MEDEIROS","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-0600","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.032225775115585","-51.17315769195557","VISTORIA",""
"PORTO ALEGRE","816473","01/10/2025 - 17:00","BELÉM VELHO","LUCIANO DOS SANTOS RODRIGUES","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-0598","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.115373346816163","-51.17953062057496","VISTORIA",""
"PORTO ALEGRE","816521","01/10/2025 - 19:34","PRAIA DE BELAS","PADRE CACIQUE","AÇÕES PREVENTIVAS","ABT-1364","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.06582560145998","-51.236028671264656","FESTAS E EVENTOS",""
"PORTO ALEGRE","816544","01/10/2025 - 21:02","MOINHOS DE VENTO","ENGENHEIRO ÁLVARO NUNES PEREIRA","INCÊNDIO","ABT-0597","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.022974071158583","-51.20667457580567","CONTAINER",""
"PORTO ALEGRE","816545","01/10/2025 - 21:21","PARTENON","AV. BENTO GONÇALVES","INCÊNDIO","ABT-1365","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.06413566690826","-51.18594646453858","LIXO",""
"PORTO ALEGRE","816563","02/10/2025 - 00:11","MARCÍLIO DIAS","PRESIDENTE CASTELO BRANCO","SALVAMENTO/BUSCA/RESGATE","ABT-0597","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-29.997750433924157","-51.20628833770752","OCORRÊNCIA DE VULTO",""
"PORTO ALEGRE","816567","02/10/2025 - 01:28","PRAIA DE BELAS","PRAIA DE BELAS","INCÊNDIO","ABT-1364","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.05444119920472","-51.228625774383545","CONTAINER",""
"PORTO ALEGRE","816568","02/10/2025 - 01:53","SANTA CECÍLIA","SILVA SÓ","SALVAMENTO/BUSCA/RESGATE","ABT-1364","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.041328014477706","-51.20302677154542","DE ANIMAL",""
"PORTO ALEGRE","816569","02/10/2025 - 02:35","VILA JOÃO PESSOA","LUIZ MOSCHETTI","SALVAMENTO/BUSCA/RESGATE","ABT-1365","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.07104378867436","-51.17721319198609","SUICÍDIO/TENTATIVA",""
