"Cidade","Nº Oc.","Data","Bairro","Local","Emergência","Viaturas","Obm.","Latitude","Longitude","todos_subgrupos","Detalhar"
"PORTO ALEGRE","723378","01/01/2025 - 00:52","LOMBA DO PINHEIRO","BECO TRADIÇÃO","INCÊNDIO","ABT-0598","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.106041238914163","-51.11174583435059","OCORRÊNCIA DE VULTO",""
"PORTO ALEGRE","723409","01/01/2025 - 04:36","MÁRIO QUINTANA","CESAR CASSIANO PEREIRA","INCÊNDIO","ABT-0600","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.03114831185266","-51.11481428146363","EDIFICAÇÃO RESIDENCIAL UNIFAMILIAR",""
"PORTO ALEGRE","723409","01/01/2025 - 04:36","MÁRIO QUINTANA","CESAR CASSIANO PEREIRA","INCÊNDIO","ABT-1364","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.031408390264414","-51.11498594284058","EDIFICAÇÃO MULTIFAMILIAR",""
"PORTO ALEGRE","723431","01/01/2025 - 08:30","INDEPENDÊNCIA","VINTE E QUATRO DE OUTUBRO","ATENDIMENTO PRÉ-HOSPITALAR","AR-0766","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.027674341917187","-51.20521545410156","",""
"PORTO ALEGRE","723451","01/01/2025 - 09:46","SANTA TEREZA","JORACY CAMARGO","SALVAMENTO/BUSCA/RESGATE","ABT-0595","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.07542611054662","-51.21688842773438","DE ANIMAL",""
"PORTO ALEGRE","723454","01/01/2025 - 09:54","PRAIA DE BELAS","EDVALDO PEREIRA PAIVA","ATENDIMENTO PRÉ-HOSPITALAR","AR-0766","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.042033867492687","-51.238281726837165","",""
"PORTO ALEGRE","723472","01/01/2025 - 10:58","FLORESTA","GENERAL NETO","SALVAMENTO/BUSCA/RESGATE","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.022345712914603","-51.20785578544349","DE ANIMAL",""
"PORTO ALEGRE","723476","01/01/2025 - 11:24","TERESÓPOLIS","AV TERESOPOLIS","INCÊNDIO","ABT-0594","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.077765745288975","-51.20843506953465","TRANSFORMADOR/REDE ELÉTRICA",""
"PORTO ALEGRE","723477","01/01/2025 - 11:27","MENINO DEUS","JOSÉ DE ALENCAR","INCÊNDIO","ABT-0595","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.06025427942403","-51.218132972717285","EDIFICAÇÃO MULTIFAMILIAR",""
"PORTO ALEGRE","723477","01/01/2025 - 11:27","MENINO DEUS","JOSÉ DE ALENCAR","ATENDIMENTO PRÉ-HOSPITALAR","AR-0766","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.06036570893769","-51.218347549438484","",""
