"Cidade","Nº Oc.","Data","Bairro","Local","Emergência","Viaturas","Obm.","Latitude","Longitude","todos_subgrupos","Detalhar"
"PORTO ALEGRE","690173","01/10/2024 - 00:27","SANTO ANTÔNIO","DOUTOR VOLTAIRE PIRES","INCÊNDIO","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.060161421400178","-51.20551586151124","TRANSFORMADOR/REDE ELÉTRICA",""
"PORTO ALEGRE","690177","01/10/2024 - 01:13","RUBEM BERTA","DOUTOR SAULO COELHO","INCÊNDIO","ABT-1227","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.013535700453673","-51.09633922576904","LIXO",""
"PORTO ALEGRE","690189","01/10/2024 - 05:44","RESTINGA","AV ECONOMISTA NILO WULFF","OCORRÊNCIA NÃO ATENDIDA","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.150099973317495","-51.146399974823005","",""
"PORTO ALEGRE","690213","01/10/2024 - 08:18","AUXILIADORA","CORONEL BORDINI","INCÊNDIO","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.023511687524444","-51.196713843173704","LIXO",""
"PORTO ALEGRE","690237","01/10/2024 - 09:13","JARDIM SÃO PEDRO","CARNEIRO DA FONTOURA","SALVAMENTO/BUSCA/RESGATE","ABT-1227","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.010051822890002","-51.16622686386109","DE ANIMAL",""
"PORTO ALEGRE","690240","01/10/2024 - 09:29","PASSO DAREIA","RIO PARDO","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1365","1º BBM / 2ª CIA / 1º PEL / FLORESTA","-30.025873563817914","-51.10165834425288","VISTORIA",""
"PORTO ALEGRE","690247","01/10/2024 - 09:45","HÍPICA","DR. ÉRICO MACIEL FILHO","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1364","1º BBM / 1ª CIA / 4º PEL / RESTINGA","-30.152066753889276","-51.17051839828491","VISTORIA",""
"PORTO ALEGRE","690248","01/10/2024 - 09:46","SARANDI","BADEN POWELL","SALVAMENTO/BUSCA/RESGATE","ABT-1227","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-29.998447305617066","-51.13800466060639","DE ANIMAL",""
"PORTO ALEGRE","690250","01/10/2024 - 09:46","PEDRA REDONDA","CEL MARCOS","AÇÕES PREVENTIVAS","ABT-291","1º BBM / 1ª CIA / 3º PEL / ASSUNÇÃO","-30.12725647355547","-51.242186976895866","INSPEÇÃO/REMOÇÃO DE FONTE DE PERIGO",""
"PORTO ALEGRE","690285","01/10/2024 - 11:14","PARTENON","FREI GERMANO","SALVAMENTO/BUSCA/RESGATE","ABT-563","1º BBM / 2ª CIA / 3º PEL / PARTENON","-30.057301351612434","-51.167171001434326","DE ANIMAL",""
"PORTO ALEGRE","690286","01/10/2024 - 11:17","INDEPENDÊNCIA","INDEPENDENCIA","ATENDIMENTO PRÉ-HOSPITALAR","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.028733265439126","-51.20474338531495","OCORRÊNCIA DE VULTO",""
"PORTO ALEGRE","690288","01/10/2024 - 11:20","PASSO DAREIA","CORONEL FRANCISCO BITENCOURT","INCÊNDIO","ABT-1227","1º BBM / 2ª CIA / 2º PEL / PASSO D`AREIA","-30.020897892470337","-51.161377429962165","EDIFICAÇÃO MULTIFAMILIAR",""
"PORTO ALEGRE","690317","01/10/2024 - 13:53","MENINO DEUS","BARÃO DO TRIUNFO","ATENDIMENTO PRÉ-HOSPITALAR","AR-0455","1º BBM / 1ª CIA / 2º PEL / TERESÓPOLIS","-30.05239818261819","-51.21785402297974","OCORRÊNCIA DE VULTO",""
"PORTO ALEGRE","690318","01/10/2024 - 13:56","CIDADE BAIXA","JOSE DO PATROCINIO","AVERIGUAÇÃO/MANEJO DE INSETOS","ABT-1366","1º BBM / 1ª CIA / 1º PEL / AÇORIANOS","-30.03771043884751","-51.22526228427888","VISTORIA",""
